mapping_id,asset_id,asset_name,asset_type,criticality,internet_exposure,business_impact_score,environment,department_name,cve_id,cvss_score,cvss_version,severity,epss_score,epss_percentile,kev,vulnerability_age_days,severity_encoded,cvss_epss_interaction,kev_epss_interaction,remediation_hours,remediation_type,status,discovered_date
5519,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-39293,7.5,3.1,HIGH,0.06934,0.93631,0,1679,3.0,0.52005,0.0,2.0,Config Change,Open,2026-03-21 08:55:24.132840
5562,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-24906,7.5,3.1,HIGH,0.01489,0.72233,0,1679,3.0,0.111675,0.0,4.0,Patch,Open,2026-02-09 08:55:24.134915
5804,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23945,7.5,3.1,HIGH,0.03771,0.89156,0,1678,3.0,0.282825,0.0,3.0,Config Change,Open,2026-03-25 08:55:24.150415
5846,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-43863,7.5,3.1,HIGH,0.01874,0.77892,0,1678,3.0,0.14055,0.0,2.5,Config Change,Open,2026-01-11 08:55:24.153496
5852,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-43863,7.5,3.1,HIGH,0.01874,0.77892,0,1678,3.0,0.14055,0.0,4.5,Patch,Open,2025-09-21 08:55:24.153496
5933,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23010,7.5,3.1,HIGH,0.00952,0.58846,0,1677,3.0,0.0714,0.0,4.0,Patch,Open,2025-09-28 08:55:24.158497
5935,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23010,7.5,3.1,HIGH,0.00952,0.58846,0,1677,3.0,0.0714,0.0,5.0,Patch,Open,2026-01-17 08:55:24.158497
5940,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23012,7.5,3.1,HIGH,0.0092,0.57776,0,1677,3.0,0.069,0.0,3.0,Patch,Open,2026-03-05 08:55:24.159492
5942,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23012,7.5,3.1,HIGH,0.0092,0.57776,0,1677,3.0,0.069,0.0,24.5,Upgrade,Open,2026-01-08 08:55:24.159492
5958,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23015,7.5,3.1,HIGH,0.00629,0.47706,0,1677,3.0,0.0471749999999999,0.0,3.0,Patch,Open,2025-10-24 08:55:24.159492
5960,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23015,7.5,3.1,HIGH,0.00629,0.47706,0,1677,3.0,0.0471749999999999,0.0,5.0,Patch,Open,2025-11-15 08:55:24.159492
5965,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23016,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,3.5,Config Change,Open,2026-04-29 08:55:24.159492
5967,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23017,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,2.0,Config Change,Open,2025-10-04 08:55:24.160491
5968,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23017,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,3.0,Patch,Open,2026-02-09 08:55:24.160491
5972,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23018,7.5,3.1,HIGH,0.0092,0.57776,0,1677,3.0,0.069,0.0,2.5,Config Change,Open,2026-03-19 08:55:24.160491
5976,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23018,7.5,3.1,HIGH,0.0092,0.57776,0,1677,3.0,0.069,0.0,3.0,Config Change,Open,2026-01-01 08:55:24.160491
5978,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23019,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,2.5,Config Change,Open,2026-08-08 08:55:24.160491
5980,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23020,7.5,3.1,HIGH,0.00976,0.59641,0,1677,3.0,0.0732,0.0,2.5,Config Change,Open,2025-09-28 08:55:24.160491
5985,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23021,7.5,3.1,HIGH,0.0092,0.57777,0,1677,3.0,0.069,0.0,2.5,Config Change,Open,2026-05-15 08:55:24.160491
5987,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23021,7.5,3.1,HIGH,0.0092,0.57777,0,1677,3.0,0.069,0.0,4.0,Patch,Open,2025-12-30 08:55:24.160491
5991,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23022,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,3.0,Patch,Open,2025-09-27 08:55:24.161486
5993,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23022,7.5,3.1,HIGH,0.0092,0.57775,0,1677,3.0,0.069,0.0,5.0,Patch,Open,2026-01-23 08:55:24.161486
5998,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23024,7.5,3.1,HIGH,0.00904,0.57278,0,1677,3.0,0.0678,0.0,2.0,Config Change,Open,2025-10-27 08:55:24.161486
6000,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23025,7.5,3.1,HIGH,0.00904,0.57278,0,1677,3.0,0.0678,0.0,2.5,Config Change,Open,2026-08-17 08:55:24.161486
6065,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23968,7.5,3.1,HIGH,0.01895,0.78148,0,1677,3.0,0.142125,0.0,2.5,Config Change,Open,2026-02-11 08:55:24.166506
6068,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23968,7.5,3.1,HIGH,0.01895,0.78148,0,1677,3.0,0.142125,0.0,3.5,Config Change,Open,2026-08-30 08:55:24.166506
6161,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-46383,7.5,3.1,HIGH,0.01563,0.73503,0,1677,3.0,0.117225,0.0,4.5,Patch,Open,2026-05-16 08:55:24.171502
6193,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-46385,7.5,3.1,HIGH,0.01524,0.72835,0,1676,3.0,0.1143,0.0,3.5,Config Change,Open,2025-09-21 08:55:24.172489
6212,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-22828,7.5,3.1,HIGH,0.02073,0.80105,0,1676,3.0,0.1554749999999999,0.0,3.5,Patch,Open,2026-05-23 08:55:24.175490
6248,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-46102,7.5,3.1,HIGH,0.01872,0.77872,0,1676,3.0,0.1404,0.0,4.0,Patch,Open,2026-08-23 08:55:24.177491
6398,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23098,7.5,3.1,HIGH,0.02485,0.83456,0,1675,3.0,0.186375,0.0,2.5,Config Change,Open,2026-01-28 08:55:24.190488
6417,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-41608,7.5,3.1,HIGH,0.01973,0.79024,0,1674,3.0,0.147975,0.0,19.0,Upgrade,Open,2026-06-04 08:55:24.192349
6484,ASSET-021,Container Orchestration Cluster (K8s),Server,MEDIUM,0,5,Development,DevOps,CVE-2021-22816,7.5,3.1,HIGH,0.00947,0.58688,0,1674,3.0,0.0710249999999999,0.0,2.5,Config Change,Open,2026-05-29 08:55:24.197983
6490,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-22818,7.5,3.1,HIGH,0.01005,0.6053,0,1674,3.0,0.075375,0.0,3.0,Config Change,Open,2026-01-01 08:55:24.197983
6562,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-40406,7.5,3.1,HIGH,0.01534,0.73022,0,1674,3.0,0.11505,0.0,3.5,Config Change,Open,2025-09-13 08:55:24.201972
6601,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-40419,7.5,3.1,HIGH,0.01232,0.66864,0,1674,3.0,0.0924,0.0,2.0,Config Change,Open,2026-01-09 08:55:24.204044
6606,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-40423,7.5,3.1,HIGH,0.01339,0.69273,0,1674,3.0,0.100425,0.0,3.0,Config Change,Open,2026-07-23 08:55:24.205047
6615,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-21134,7.5,3.1,HIGH,0.00907,0.57406,0,1674,3.0,0.068025,0.0,3.5,Config Change,Open,2026-02-19 08:55:24.205047
6635,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-21236,7.5,3.1,HIGH,0.01812,0.7708,0,1674,3.0,0.1359,0.0,5.0,Patch,Open,2026-04-27 08:55:24.206043
6642,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-21801,7.5,3.1,HIGH,0.01088,0.62953,0,1674,3.0,0.0816,0.0,3.5,Patch,Open,2025-11-23 08:55:24.206043
7145,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-34805,7.5,3.1,HIGH,0.26823,0.97885,0,1672,3.0,2.011725,0.0,3.0,Patch,Open,2025-12-01 08:55:24.225225
7200,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,Core Engineering,CVE-2021-46459,7.5,3.1,HIGH,0.0137,0.69971,0,1671,3.0,0.10275,0.0,5.0,Patch,Open,2026-04-05 08:55:24.228225
7300,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-41040,7.5,3.1,HIGH,0.01358,0.69708,0,1671,3.0,0.10185,0.0,20.0,Upgrade,Open,2026-08-17 08:55:24.233151
7317,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23596,7.5,3.1,HIGH,0.01632,0.74537,0,1671,3.0,0.1224,0.0,3.5,Patch,Open,2025-10-05 08:55:24.234153
7585,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,Core Engineering,CVE-2021-42641,7.5,3.1,HIGH,0.02043,0.79796,0,1670,3.0,0.153225,0.0,2.5,Config Change,Open,2026-01-24 08:55:24.248259
7589,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-42641,7.5,3.1,HIGH,0.02043,0.79796,0,1670,3.0,0.153225,0.0,4.0,Patch,Open,2026-05-29 08:55:24.248259
7594,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-42642,7.5,3.1,HIGH,0.01375,0.70081,0,1670,3.0,0.103125,0.0,5.0,Patch,Open,2026-07-13 08:55:24.248259
7606,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-43522,7.5,3.1,HIGH,0.00264,0.18001,0,1669,3.0,0.0197999999999999,0.0,2.0,Config Change,Open,2026-05-17 08:55:24.248259
7641,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23833,7.5,3.1,HIGH,0.49246,0.98798,0,1669,3.0,3.69345,0.0,3.5,Patch,Open,2026-08-17 08:55:24.252348
7687,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-44866,7.5,3.1,HIGH,0.01002,0.60451,0,1669,3.0,0.07515,0.0,3.5,Patch,Open,2026-06-13 08:55:24.256354
7716,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-45735,7.5,3.1,HIGH,0.03798,0.89236,0,1668,3.0,0.28485,0.0,3.0,Config Change,Open,2026-03-01 08:55:24.259364
7732,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-45988,7.5,3.1,HIGH,0.01053,0.61955,0,1668,3.0,0.0789749999999999,0.0,3.5,Patch,Open,2026-07-06 08:55:24.261352
7738,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-45993,7.5,3.1,HIGH,0.01053,0.61954,0,1668,3.0,0.0789749999999999,0.0,3.5,Patch,Open,2026-07-03 08:55:24.262355
7774,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24143,7.5,3.1,HIGH,0.01175,0.65336,0,1668,3.0,0.088125,0.0,4.0,Patch,Open,2026-08-27 08:55:24.266273
7781,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,Core Engineering,CVE-2022-24147,7.5,3.1,HIGH,0.01175,0.65338,0,1668,3.0,0.088125,0.0,5.0,Patch,Open,2025-11-16 08:55:24.266273
7800,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24158,7.5,3.1,HIGH,0.01175,0.65336,0,1668,3.0,0.088125,0.0,3.0,Patch,Open,2026-06-18 08:55:24.268363
7803,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,Core Engineering,CVE-2022-24161,7.5,3.1,HIGH,0.01175,0.65338,0,1668,3.0,0.088125,0.0,26.5,Upgrade,Open,2026-06-19 08:55:24.269359
7805,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24163,7.5,3.1,HIGH,0.01175,0.65337,0,1668,3.0,0.088125,0.0,3.0,Patch,Open,2026-02-15 08:55:24.269359
7806,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24164,7.5,3.1,HIGH,0.01175,0.65337,0,1668,3.0,0.088125,0.0,2.5,Config Change,Open,2025-12-01 08:55:24.269359
7814,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24169,7.5,3.1,HIGH,0.01175,0.65337,0,1668,3.0,0.088125,0.0,2.5,Config Change,Open,2026-08-03 08:55:24.270375
7817,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24172,7.5,3.1,HIGH,0.01175,0.65339,0,1668,3.0,0.088125,0.0,2.5,Config Change,Open,2026-01-17 08:55:24.271354
7833,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-44977,7.5,3.1,HIGH,0.01607,0.74154,0,1668,3.0,0.120525,0.0,2.5,Config Change,Open,2026-03-09 08:55:24.272363
7871,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-29395,7.5,3.1,HIGH,0.01801,0.76936,0,1667,3.0,0.135075,0.0,2.0,Config Change,Open,2025-10-05 08:55:24.274353
7873,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-29395,7.5,3.1,HIGH,0.01801,0.76936,0,1667,3.0,0.135075,0.0,26.0,Upgrade,Open,2026-04-15 08:55:24.274353
7879,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-29397,7.5,3.1,HIGH,0.00813,0.54457,0,1667,3.0,0.060975,0.0,27.0,Upgrade,Open,2026-06-15 08:55:24.274353
7901,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-23497,7.5,3.1,HIGH,0.03734,0.89042,0,1667,3.0,0.2800499999999999,0.0,5.0,Patch,Open,2026-05-13 08:55:24.275360
7909,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-23507,7.5,3.1,HIGH,0.02125,0.80606,0,1667,3.0,0.159375,0.0,5.0,Patch,Open,2025-12-30 08:55:24.275360
7984,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,Core Engineering,CVE-2021-32732,7.5,3.1,HIGH,0.00964,0.59207,0,1667,3.0,0.0722999999999999,0.0,4.5,Patch,Open,2026-05-18 08:55:24.283054
7986,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-32732,7.5,3.1,HIGH,0.00964,0.59207,0,1667,3.0,0.0722999999999999,0.0,3.5,Patch,Open,2026-02-06 08:55:24.283054
7993,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-32732,7.5,3.1,HIGH,0.00964,0.59207,0,1667,3.0,0.0722999999999999,0.0,3.5,Config Change,Open,2026-02-04 08:55:24.283054
8104,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-22722,7.5,3.1,HIGH,0.02371,0.82629,0,1667,3.0,0.1778249999999999,0.0,4.0,Patch,Open,2025-11-17 08:55:24.288136
8112,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-22724,7.5,3.1,HIGH,0.0093,0.58125,0,1667,3.0,0.0697499999999999,0.0,23.0,Upgrade,Open,2026-06-11 08:55:24.289138
8187,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,Data & Analytics,CVE-2022-23591,7.5,3.1,HIGH,0.00789,0.53691,0,1667,3.0,0.059175,0.0,3.0,Patch,Open,2025-09-03 08:55:24.297064
8253,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-23206,7.5,3.1,HIGH,0.01978,0.79074,0,1666,3.0,0.1483499999999999,0.0,4.0,Patch,Open,2026-07-12 08:55:24.301130
8343,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-46389,7.5,3.1,HIGH,0.01177,0.654,0,1665,3.0,0.0882749999999999,0.0,5.0,Patch,Open,2025-11-29 08:55:24.305141
8439,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-21712,7.5,3.1,HIGH,0.01381,0.70197,0,1664,3.0,0.103575,0.0,4.0,Patch,Open,2025-10-13 08:55:24.312143
8440,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,Data & Analytics,CVE-2022-21712,7.5,3.1,HIGH,0.01381,0.70197,0,1664,3.0,0.103575,0.0,4.0,Patch,Open,2025-12-10 08:55:24.312143
8446,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-21712,7.5,3.1,HIGH,0.01381,0.70197,0,1664,3.0,0.103575,0.0,4.5,Patch,Open,2025-10-28 08:55:24.312143
8467,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-21193,7.5,3.1,HIGH,0.02001,0.79335,0,1664,3.0,0.150075,0.0,19.0,Upgrade,Open,2025-10-26 08:55:24.314055
8574,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-46354,7.5,3.1,HIGH,0.12888,0.96019,0,1663,3.0,0.9666,0.0,2.5,Config Change,Open,2026-08-01 08:55:24.321136
8601,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-37194,7.5,3.1,HIGH,0.00847,0.55525,0,1663,3.0,0.063525,0.0,2.0,Config Change,Open,2026-02-08 08:55:24.324142
8603,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-37194,7.5,3.1,HIGH,0.00847,0.55525,0,1663,3.0,0.063525,0.0,4.5,Patch,Open,2026-04-22 08:55:24.324142
8702,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-21993,7.5,3.1,HIGH,0.43618,0.98644,0,1663,3.0,3.27135,0.0,3.0,Patch,Open,2025-12-16 08:55:24.333364
8802,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-41442,7.5,3.1,HIGH,0.03552,0.88479,0,1662,3.0,0.2664,0.0,4.5,Patch,Open,2026-03-22 08:55:24.338409
9037,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,Data & Analytics,CVE-2022-0391,7.5,3.1,HIGH,0.08325,0.94536,0,1662,3.0,0.624375,0.0,4.0,Patch,Open,2026-04-21 08:55:24.355390
9093,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-21205,7.5,3.1,HIGH,0.01087,0.6294,0,1662,3.0,0.081525,0.0,16.0,Upgrade,Open,2025-12-16 08:55:24.361401
9126,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-22533,7.5,3.1,HIGH,0.01755,0.76332,0,1662,3.0,0.131625,0.0,3.0,Config Change,Open,2025-12-23 08:55:24.362395
9173,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-22543,7.5,3.1,HIGH,0.01361,0.69784,0,1662,3.0,0.102075,0.0,4.5,Patch,Open,2026-01-23 08:55:24.365319
9263,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24314,7.5,3.1,HIGH,0.18178,0.96992,0,1662,3.0,1.36335,0.0,3.0,Config Change,Open,2026-06-13 08:55:24.369406
9285,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24321,7.5,3.1,HIGH,0.00999,0.60324,0,1662,3.0,0.074925,0.0,2.5,Config Change,Open,2025-11-28 08:55:24.370399
9290,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24666,7.5,3.1,HIGH,0.01354,0.69631,0,1662,3.0,0.10155,0.0,3.0,Patch,Open,2026-08-07 08:55:24.371401
9292,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24666,7.5,3.1,HIGH,0.01354,0.69631,0,1662,3.0,0.10155,0.0,3.5,Config Change,Open,2026-07-20 08:55:24.371401
9298,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24667,7.5,3.1,HIGH,0.01119,0.63814,0,1662,3.0,0.083925,0.0,2.5,Config Change,Open,2025-09-30 08:55:24.371401
9300,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24667,7.5,3.1,HIGH,0.01119,0.63814,0,1662,3.0,0.083925,0.0,3.0,Config Change,Open,2025-11-11 08:55:24.371401
9305,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-24668,7.5,3.1,HIGH,0.01119,0.63814,0,1662,3.0,0.083925,0.0,3.5,Patch,Open,2026-06-29 08:55:24.372409
9307,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24668,7.5,3.1,HIGH,0.01119,0.63814,0,1662,3.0,0.083925,0.0,22.5,Upgrade,Open,2026-02-01 08:55:24.372409
9446,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2022-24916,7.5,3.1,HIGH,0.0155,0.73312,0,1661,3.0,0.1162499999999999,0.0,4.5,Patch,Open,2026-03-02 08:55:24.380318
9458,ASSET-015,ML Model Serving API,Server,MEDIUM,0,5,Production,Data & Analytics,CVE-2022-23772,7.5,3.1,HIGH,0.0283,0.85618,0,1661,3.0,0.21225,0.0,2.5,Config Change,Open,2026-01-05 08:55:24.381326
9459,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2022-23772,7.5,3.1,HIGH,0.0283,0.85618,0,1661,3.0,0.21225,0.0,4.0,Patch,Open,2026-03-16 08:55:24.381326
9483,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-30326,7.5,3.1,HIGH,0.00568,0.44773,0,1661,3.0,0.0426,0.0,3.5,Patch,Open,2025-12-15 08:55:24.384392
9520,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2020-13670,7.5,3.1,HIGH,0.01106,0.63483,0,1661,3.0,0.08295,0.0,2.0,Config Change,Open,2026-02-15 08:55:24.387400
9551,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-23597,7.5,3.1,HIGH,0.0203,0.79653,0,1661,3.0,0.15225,0.0,2.5,Config Change,Open,2026-06-18 08:55:24.389567
9572,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-22785,7.5,3.1,HIGH,0.00962,0.59165,0,1661,3.0,0.07215,0.0,3.0,Patch,Open,2025-12-07 08:55:24.390666
9574,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-22785,7.5,3.1,HIGH,0.00962,0.59165,0,1661,3.0,0.07215,0.0,2.5,Config Change,Open,2026-02-07 08:55:24.390666
9580,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-22787,7.5,3.1,HIGH,0.01037,0.61496,0,1661,3.0,0.077775,0.0,4.0,Patch,Open,2026-05-20 08:55:24.390666
9586,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,IT Infrastructure,CVE-2021-22788,7.5,3.1,HIGH,0.01037,0.61496,0,1661,3.0,0.077775,0.0,3.5,Config Change,Open,2026-06-24 08:55:24.390666
9590,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-22798,7.5,3.1,HIGH,0.00904,0.57304,0,1661,3.0,0.0678,0.0,3.5,Patch,Open,2025-09-17 08:55:24.391675
9592,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-22800,7.5,3.1,HIGH,0.01004,0.60506,0,1661,3.0,0.0753,0.0,3.5,Patch,Open,2026-01-02 08:55:24.391675
9603,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,IT Infrastructure,CVE-2021-22804,7.5,3.1,HIGH,0.01294,0.68287,0,1661,3.0,0.09705,0.0,4.0,Patch,Open,2026-08-31 08:55:24.392673
